batch_id,template_id,position,transcript_id,model_id,game,experiment,instance,domain
GW-05,GW-05,8,qwen27b__guesswhat__Level_3__instance_00002,qwen27b,guesswhat,Level_3,instance_00002,clem_indomain
GW-05,GW-05,9,qwen27b__guesswhat__Level_3__instance_00008,qwen27b,guesswhat,Level_3,instance_00008,clem_indomain
GW-06,GW-06,1,cityuol2b__guesswhat__Abs_Level_1__instance_00005,cityuol2b,guesswhat,Abs_Level_1,instance_00005,clem_indomain
GW-06,GW-06,2,cityuol2b__guesswhat__Abs_Level_2__instance_00007,cityuol2b,guesswhat,Abs_Level_2,instance_00007,clem_indomain
GW-06,GW-06,3,dair2b__guesswhat__Level_1__instance_00007,dair2b,guesswhat,Level_1,instance_00007,clem_indomain
GW-06,GW-06,4,dair2b__guesswhat__Level_2__instance_00007,dair2b,guesswhat,Level_2,instance_00007,clem_indomain
GW-06,GW-06,5,dair2b__guesswhat__Level_2__instance_00008,dair2b,guesswhat,Level_2,instance_00008,clem_indomain
GW-06,GW-06,6,llp9b__guesswhat__Abs_Level_2__instance_00003,llp9b,guesswhat,Abs_Level_2,instance_00003,clem_indomain
GW-06,GW-06,7,llp9b__guesswhat__Abs_Level_3__instance_00001,llp9b,guesswhat,Abs_Level_3,instance_00001,clem_indomain
GW-06,GW-06,8,llp9b__guesswhat__Level_3__instance_00002,llp9b,guesswhat,Level_3,instance_00002,clem_indomain
GW-06,GW-06,9,qwen27b__guesswhat__Abs_Level_1__instance_00001,qwen27b,guesswhat,Abs_Level_1,instance_00001,clem_indomain
IMG-01,IMG-01,1,cityuol2b__imagegame__random_grids__instance_00015,cityuol2b,imagegame,random_grids,instance_00015,clem_indomain
IMG-01,IMG-01,2,dair2b__imagegame__compact_grids__instance_00008,dair2b,imagegame,compact_grids,instance_00008,clem_indomain
IMG-01,IMG-01,3,llp9b__imagegame__random_grids__instance_00012,llp9b,imagegame,random_grids,instance_00012,clem_indomain
IMG-01,IMG-01,4,qwen27b__imagegame__compact_grids__instance_00014,qwen27b,imagegame,compact_grids,instance_00014,clem_indomain
IMG-02,IMG-02,1,dair2b__imagegame__random_grids__instance_00004,dair2b,imagegame,random_grids,instance_00004,clem_indomain
IMG-02,IMG-02,2,dair2b__imagegame__random_grids__instance_00015,dair2b,imagegame,random_grids,instance_00015,clem_indomain
IMG-02,IMG-02,3,qwen27b__imagegame__compact_grids__instance_00003,qwen27b,imagegame,compact_grids,instance_00003,clem_indomain
IMG-02,IMG-02,4,qwen27b__imagegame__random_grids__instance_00001,qwen27b,imagegame,random_grids,instance_00001,clem_indomain
IMG-03,IMG-03,1,dair2b__imagegame__compact_grids__instance_00017,dair2b,imagegame,compact_grids,instance_00017,clem_indomain
IMG-03,IMG-03,2,llp9b__imagegame__compact_grids__instance_00005,llp9b,imagegame,compact_grids,instance_00005,clem_indomain
IMG-03,IMG-03,3,llp9b__imagegame__random_grids__instance_00016,llp9b,imagegame,random_grids,instance_00016,clem_indomain
IMG-03,IMG-03,4,qwen27b__imagegame__compact_grids__instance_00009,qwen27b,imagegame,compact_grids,instance_00009,clem_indomain
IMG-04,IMG-04,1,cityuol2b__imagegame__compact_grids__instance_00008,cityuol2b,imagegame,compact_grids,instance_00008,clem_indomain
IMG-04,IMG-04,2,llp9b__imagegame__compact_grids__instance_00003,llp9b,imagegame,compact_grids,instance_00003,clem_indomain
IMG-04,IMG-04,3,llp9b__imagegame__compact_grids__instance_00009,llp9b,imagegame,compact_grids,instance_00009,clem_indomain
IMG-04,IMG-04,4,qwen27b__imagegame__compact_grids__instance_00017,qwen27b,imagegame,compact_grids,instance_00017,clem_indomain
IMG-04,IMG-04,5,qwen27b__imagegame__random_grids__instance_00006,qwen27b,imagegame,random_grids,instance_00006,clem_indomain
IMG-05,IMG-05,1,cityuol2b__imagegame__random_grids__instance_00001,cityuol2b,imagegame,random_grids,instance_00001,clem_indomain
IMG-05,IMG-05,2,dair2b__imagegame__random_grids__instance_00012,dair2b,imagegame,random_grids,instance_00012,clem_indomain
IMG-05,IMG-05,3,dair2b__imagegame__random_grids__instance_00016,dair2b,imagegame,random_grids,instance_00016,clem_indomain
IMG-05,IMG-05,4,llp9b__imagegame__random_grids__instance_00006,llp9b,imagegame,random_grids,instance_00006,clem_indomain
IMG-06,IMG-06,1,cityuol2b__imagegame__random_grids__instance_00004,cityuol2b,imagegame,random_grids,instance_00004,clem_indomain
IMG-06,IMG-06,2,dair2b__imagegame__random_grids__instance_00001,dair2b,imagegame,random_grids,instance_00001,clem_indomain
IMG-06,IMG-06,3,llp9b__imagegame__random_grids__instance_00015,llp9b,imagegame,random_grids,instance_00015,clem_indomain
IMG-06,IMG-06,4,qwen27b__imagegame__compact_grids__instance_00008,qwen27b,imagegame,compact_grids,instance_00008,clem_indomain
IMG-07,IMG-07,1,cityuol2b__imagegame__compact_grids__instance_00003,cityuol2b,imagegame,compact_grids,instance_00003,clem_indomain
IMG-07,IMG-07,2,dair2b__imagegame__compact_grids__instance_00007,dair2b,imagegame,compact_grids,instance_00007,clem_indomain
IMG-07,IMG-07,3,llp9b__imagegame__random_grids__instance_00001,llp9b,imagegame,random_grids,instance_00001,clem_indomain
IMG-07,IMG-07,4,llp9b__imagegame__random_grids__instance_00004,llp9b,imagegame,random_grids,instance_00004,clem_indomain
IMG-08,IMG-08,1,cityuol2b__imagegame__compact_grids__instance_00005,cityuol2b,imagegame,compact_grids,instance_00005,clem_indomain
IMG-08,IMG-08,2,cityuol2b__imagegame__compact_grids__instance_00007,cityuol2b,imagegame,compact_grids,instance_00007,clem_indomain
IMG-08,IMG-08,3,dair2b__imagegame__compact_grids__instance_00014,dair2b,imagegame,compact_grids,instance_00014,clem_indomain
IMG-08,IMG-08,4,qwen27b__imagegame__random_grids__instance_00012,qwen27b,imagegame,random_grids,instance_00012,clem_indomain
IMG-09,IMG-09,1,cityuol2b__imagegame__compact_grids__instance_00009,cityuol2b,imagegame,compact_grids,instance_00009,clem_indomain
IMG-09,IMG-09,2,cityuol2b__imagegame__compact_grids__instance_00014,cityuol2b,imagegame,compact_grids,instance_00014,clem_indomain
IMG-09,IMG-09,3,cityuol2b__imagegame__random_grids__instance_00012,cityuol2b,imagegame,random_grids,instance_00012,clem_indomain
IMG-09,IMG-09,4,llp9b__imagegame__compact_grids__instance_00007,llp9b,imagegame,compact_grids,instance_00007,clem_indomain
IMG-09,IMG-09,5,qwen27b__imagegame__random_grids__instance_00004,qwen27b,imagegame,random_grids,instance_00004,clem_indomain
IMG-10,IMG-10,1,cityuol2b__imagegame__compact_grids__instance_00017,cityuol2b,imagegame,compact_grids,instance_00017,clem_indomain
IMG-10,IMG-10,2,dair2b__imagegame__compact_grids__instance_00005,dair2b,imagegame,compact_grids,instance_00005,clem_indomain
IMG-10,IMG-10,3,dair2b__imagegame__random_grids__instance_00006,dair2b,imagegame,random_grids,instance_00006,clem_indomain
IMG-10,IMG-10,4,qwen27b__imagegame__compact_grids__instance_00007,qwen27b,imagegame,compact_grids,instance_00007,clem_indomain
IMG-10,IMG-10,5,qwen27b__imagegame__random_grids__instance_00015,qwen27b,imagegame,random_grids,instance_00015,clem_indomain
IMG-11,IMG-11,1,cityuol2b__imagegame__random_grids__instance_00006,cityuol2b,imagegame,random_grids,instance_00006,clem_indomain
IMG-11,IMG-11,2,dair2b__imagegame__compact_grids__instance_00009,dair2b,imagegame,compact_grids,instance_00009,clem_indomain
IMG-11,IMG-11,3,llp9b__imagegame__compact_grids__instance_00014,llp9b,imagegame,compact_grids,instance_00014,clem_indomain
IMG-11,IMG-11,4,llp9b__imagegame__compact_grids__instance_00017,llp9b,imagegame,compact_grids,instance_00017,clem_indomain
IMG-11,IMG-11,5,qwen27b__imagegame__random_grids__instance_00016,qwen27b,imagegame,random_grids,instance_00016,clem_indomain
IMG-12,IMG-12,1,cityuol2b__imagegame__random_grids__instance_00016,cityuol2b,imagegame,random_grids,instance_00016,clem_indomain
IMG-12,IMG-12,2,dair2b__imagegame__compact_grids__instance_00003,dair2b,imagegame,compact_grids,instance_00003,clem_indomain
IMG-12,IMG-12,3,llp9b__imagegame__compact_grids__instance_00008,llp9b,imagegame,compact_grids,instance_00008,clem_indomain
IMG-12,IMG-12,4,qwen27b__imagegame__compact_grids__instance_00005,qwen27b,imagegame,compact_grids,instance_00005,clem_indomain
PS-01,PS-01,1,cityuol2b__privateshared__job-interview__instance_00001,cityuol2b,privateshared,job-interview,instance_00001,clem_indomain
PS-01,PS-01,2,cityuol2b__privateshared__restaurant__instance_00003,cityuol2b,privateshared,restaurant,instance_00003,clem_indomain
PS-01,PS-01,3,cityuol2b__privateshared__things-places__instance_00000,cityuol2b,privateshared,things-places,instance_00000,clem_indomain
PS-01,PS-01,4,dair2b__privateshared__travel-booking__instance_00003,dair2b,privateshared,travel-booking,instance_00003,clem_indomain
PS-01,PS-01,5,qwen27b__privateshared__job-interview__instance_00002,qwen27b,privateshared,job-interview,instance_00002,clem_indomain
PS-01,PS-01,6,qwen27b__privateshared__things-places__instance_00003,qwen27b,privateshared,things-places,instance_00003,clem_indomain
PS-02,PS-02,1,cityuol2b__privateshared__job-interview__instance_00002,cityuol2b,privateshared,job-interview,instance_00002,clem_indomain
PS-02,PS-02,2,cityuol2b__privateshared__restaurant__instance_00007,cityuol2b,privateshared,restaurant,instance_00007,clem_indomain
PS-02,PS-02,3,cityuol2b__privateshared__things-places__instance_00003,cityuol2b,privateshared,things-places,instance_00003,clem_indomain
PS-02,PS-02,4,dair2b__privateshared__travel-booking__instance_00005,dair2b,privateshared,travel-booking,instance_00005,clem_indomain
PS-02,PS-02,5,qwen27b__privateshared__job-interview__instance_00001,qwen27b,privateshared,job-interview,instance_00001,clem_indomain
PS-02,PS-02,6,qwen27b__privateshared__things-places__instance_00000,qwen27b,privateshared,things-places,instance_00000,clem_indomain
PS-03,PS-03,1,cityuol2b__privateshared__letter-number__instance_00000,cityuol2b,privateshared,letter-number,instance_00000,clem_indomain
PS-03,PS-03,2,cityuol2b__privateshared__things-places__instance_00005,cityuol2b,privateshared,things-places,instance_00005,clem_indomain
PS-03,PS-03,3,cityuol2b__privateshared__travel-booking__instance_00003,cityuol2b,privateshared,travel-booking,instance_00003,clem_indomain
PS-03,PS-03,4,llp9b__privateshared__job-interview__instance_00001,llp9b,privateshared,job-interview,instance_00001,clem_indomain
PS-03,PS-03,5,llp9b__privateshared__letter-number__instance_00004,llp9b,privateshared,letter-number,instance_00004,clem_indomain
PS-03,PS-03,6,qwen27b__privateshared__job-interview__instance_00008,qwen27b,privateshared,job-interview,instance_00008,clem_indomain
PS-04,PS-04,1,cityuol2b__privateshared__job-interview__instance_00008,cityuol2b,privateshared,job-interview,instance_00008,clem_indomain
PS-04,PS-04,2,cityuol2b__privateshared__travel-booking__instance_00005,cityuol2b,privateshared,travel-booking,instance_00005,clem_indomain
PS-04,PS-04,3,dair2b__privateshared__things-places__instance_00000,dair2b,privateshared,things-places,instance_00000,clem_indomain
PS-04,PS-04,4,llp9b__privateshared__job-interview__instance_00002,llp9b,privateshared,job-interview,instance_00002,clem_indomain
PS-04,PS-04,5,qwen27b__privateshared__restaurant__instance_00003,qwen27b,privateshared,restaurant,instance_00003,clem_indomain
PS-04,PS-04,6,qwen27b__privateshared__things-places__instance_00005,qwen27b,privateshared,things-places,instance_00005,clem_indomain
PS-05,PS-05,1,cityuol2b__privateshared__letter-number__instance_00004,cityuol2b,privateshared,letter-number,instance_00004,clem_indomain
PS-05,PS-05,2,dair2b__privateshared__job-interview__instance_00001,dair2b,privateshared,job-interview,instance_00001,clem_indomain
PS-05,PS-05,3,dair2b__privateshared__things-places__instance_00003,dair2b,privateshared,things-places,instance_00003,clem_indomain
PS-05,PS-05,4,llp9b__privateshared__job-interview__instance_00008,llp9b,privateshared,job-interview,instance_00008,clem_indomain
PS-05,PS-05,5,llp9b__privateshared__letter-number__instance_00000,llp9b,privateshared,letter-number,instance_00000,clem_indomain
PS-05,PS-05,6,qwen27b__privateshared__restaurant__instance_00007,qwen27b,privateshared,restaurant,instance_00007,clem_indomain
PS-06,PS-06,1,cityuol2b__privateshared__letter-number__instance_00009,cityuol2b,privateshared,letter-number,instance_00009,clem_indomain
PS-06,PS-06,2,dair2b__privateshared__job-interview__instance_00002,dair2b,privateshared,job-interview,instance_00002,clem_indomain
PS-06,PS-06,3,dair2b__privateshared__things-places__instance_00005,dair2b,privateshared,things-places,instance_00005,clem_indomain
PS-06,PS-06,4,llp9b__privateshared__restaurant__instance_00003,llp9b,privateshared,restaurant,instance_00003,clem_indomain
PS-06,PS-06,5,qwen27b__privateshared__letter-number__instance_00000,qwen27b,privateshared,letter-number,instance_00000,clem_indomain
PS-06,PS-06,6,qwen27b__privateshared__travel-booking__instance_00003,qwen27b,privateshared,travel-booking,instance_00003,clem_indomain
PS-07,PS-07,1,dair2b__privateshared__job-interview__instance_00008,dair2b,privateshared,job-interview,instance_00008,clem_indomain
PS-07,PS-07,2,dair2b__privateshared__letter-number__instance_00000,dair2b,privateshared,letter-number,instance_00000,clem_indomain
PS-07,PS-07,3,llp9b__privateshared__letter-number__instance_00009,llp9b,privateshared,letter-number,instance_00009,clem_indomain
PS-07,PS-07,4,llp9b__privateshared__restaurant__instance_00007,llp9b,privateshared,restaurant,instance_00007,clem_indomain
PS-07,PS-07,5,llp9b__privateshared__things-places__instance_00000,llp9b,privateshared,things-places,instance_00000,clem_indomain
PS-07,PS-07,6,qwen27b__privateshared__travel-booking__instance_00005,qwen27b,privateshared,travel-booking,instance_00005,clem_indomain
PS-08,PS-08,1,dair2b__privateshared__letter-number__instance_00004,dair2b,privateshared,letter-number,instance_00004,clem_indomain
PS-08,PS-08,2,dair2b__privateshared__restaurant__instance_00003,dair2b,privateshared,restaurant,instance_00003,clem_indomain
PS-08,PS-08,3,llp9b__privateshared__things-places__instance_00003,llp9b,privateshared,things-places,instance_00003,clem_indomain
PS-08,PS-08,4,llp9b__privateshared__travel-booking__instance_00003,llp9b,privateshared,travel-booking,instance_00003,clem_indomain
PS-08,PS-08,5,qwen27b__privateshared__letter-number__instance_00009,qwen27b,privateshared,letter-number,instance_00009,clem_indomain
PS-09,PS-09,1,dair2b__privateshared__letter-number__instance_00009,dair2b,privateshared,letter-number,instance_00009,clem_indomain
PS-09,PS-09,2,dair2b__privateshared__restaurant__instance_00007,dair2b,privateshared,restaurant,instance_00007,clem_indomain
PS-09,PS-09,3,llp9b__privateshared__things-places__instance_00005,llp9b,privateshared,things-places,instance_00005,clem_indomain
PS-09,PS-09,4,llp9b__privateshared__travel-booking__instance_00005,llp9b,privateshared,travel-booking,instance_00005,clem_indomain
PS-09,PS-09,5,qwen27b__privateshared__letter-number__instance_00004,qwen27b,privateshared,letter-number,instance_00004,clem_indomain
REF-01,REF-01,1,cityuol2b__referencegame__letter_grids__instance_00003,cityuol2b,referencegame,letter_grids,instance_00003,clem_indomain
REF-01,REF-01,2,cityuol2b__referencegame__line_grids_rows__instance_00002,cityuol2b,referencegame,line_grids_rows,instance_00002,clem_indomain
REF-01,REF-01,3,cityuol2b__referencegame__random_grids__instance_00014,cityuol2b,referencegame,random_grids,instance_00014,clem_indomain
REF-01,REF-01,4,dair2b__referencegame__line_grids_columns__instance_00017,dair2b,referencegame,line_grids_columns,instance_00017,clem_indomain
REF-01,REF-01,5,dair2b__referencegame__random_grids__instance_00009,dair2b,referencegame,random_grids,instance_00009,clem_indomain
REF-01,REF-01,6,llp9b__referencegame__line_grids_columns__instance_00008,llp9b,referencegame,line_grids_columns,instance_00008,clem_indomain
REF-01,REF-01,7,llp9b__referencegame__number_grids__instance_00009,llp9b,referencegame,number_grids,instance_00009,clem_indomain
REF-01,REF-01,8,qwen27b__referencegame__line_grids_columns__instance_00000,qwen27b,referencegame,line_grids_columns,instance_00000,clem_indomain
REF-01,REF-01,9,qwen27b__referencegame__number_grids__instance_00005,qwen27b,referencegame,number_grids,instance_00005,clem_indomain
REF-02,REF-02,1,cityuol2b__referencegame__letter_grids__instance_00008,cityuol2b,referencegame,letter_grids,instance_00008,clem_indomain
REF-02,REF-02,2,cityuol2b__referencegame__line_grids_rows__instance_00003,cityuol2b,referencegame,line_grids_rows,instance_00003,clem_indomain
REF-02,REF-02,3,dair2b__referencegame__letter_grids__instance_00003,dair2b,referencegame,letter_grids,instance_00003,clem_indomain
REF-02,REF-02,4,dair2b__referencegame__line_grids_rows__instance_00002,dair2b,referencegame,line_grids_rows,instance_00002,clem_indomain
REF-02,REF-02,5,dair2b__referencegame__random_grids__instance_00014,dair2b,referencegame,random_grids,instance_00014,clem_indomain
REF-02,REF-02,6,llp9b__referencegame__line_grids_columns__instance_00017,llp9b,referencegame,line_grids_columns,instance_00017,clem_indomain
REF-02,REF-02,7,llp9b__referencegame__random_grids__instance_00009,llp9b,referencegame,random_grids,instance_00009,clem_indomain
REF-02,REF-02,8,qwen27b__referencegame__line_grids_columns__instance_00008,qwen27b,referencegame,line_grids_columns,instance_00008,clem_indomain
REF-02,REF-02,9,qwen27b__referencegame__number_grids__instance_00009,qwen27b,referencegame,number_grids,instance_00009,clem_indomain
REF-03,REF-03,1,cityuol2b__referencegame__letter_grids__instance_00017,cityuol2b,referencegame,letter_grids,instance_00017,clem_indomain
REF-03,REF-03,2,cityuol2b__referencegame__line_grids_rows__instance_00017,cityuol2b,referencegame,line_grids_rows,instance_00017,clem_indomain
REF-03,REF-03,3,dair2b__referencegame__letter_grids__instance_00008,dair2b,referencegame,letter_grids,instance_00008,clem_indomain
REF-03,REF-03,4,dair2b__referencegame__line_grids_rows__instance_00003,dair2b,referencegame,line_grids_rows,instance_00003,clem_indomain
REF-03,REF-03,5,llp9b__referencegame__letter_grids__instance_00003,llp9b,referencegame,letter_grids,instance_00003,clem_indomain
REF-03,REF-03,6,llp9b__referencegame__line_grids_rows__instance_00002,llp9b,referencegame,line_grids_rows,instance_00002,clem_indomain
REF-03,REF-03,7,llp9b__referencegame__random_grids__instance_00014,llp9b,referencegame,random_grids,instance_00014,clem_indomain
REF-03,REF-03,8,qwen27b__referencegame__line_grids_columns__instance_00017,qwen27b,referencegame,line_grids_columns,instance_00017,clem_indomain
REF-03,REF-03,9,qwen27b__referencegame__random_grids__instance_00009,qwen27b,referencegame,random_grids,instance_00009,clem_indomain
REF-04,REF-04,1,cityuol2b__referencegame__line_grids_columns__instance_00000,cityuol2b,referencegame,line_grids_columns,instance_00000,clem_indomain
REF-04,REF-04,2,cityuol2b__referencegame__number_grids__instance_00005,cityuol2b,referencegame,number_grids,instance_00005,clem_indomain
REF-04,REF-04,3,dair2b__referencegame__letter_grids__instance_00017,dair2b,referencegame,letter_grids,instance_00017,clem_indomain
REF-04,REF-04,4,dair2b__referencegame__line_grids_rows__instance_00017,dair2b,referencegame,line_grids_rows,instance_00017,clem_indomain
REF-04,REF-04,5,llp9b__referencegame__letter_grids__instance_00008,llp9b,referencegame,letter_grids,instance_00008,clem_indomain
REF-04,REF-04,6,llp9b__referencegame__line_grids_rows__instance_00003,llp9b,referencegame,line_grids_rows,instance_00003,clem_indomain
REF-04,REF-04,7,qwen27b__referencegame__letter_grids__instance_00003,qwen27b,referencegame,letter_grids,instance_00003,clem_indomain
REF-04,REF-04,8,qwen27b__referencegame__line_grids_rows__instance_00002,qwen27b,referencegame,line_grids_rows,instance_00002,clem_indomain
REF-04,REF-04,9,qwen27b__referencegame__random_grids__instance_00014,qwen27b,referencegame,random_grids,instance_00014,clem_indomain
REF-05,REF-05,1,cityuol2b__referencegame__line_grids_columns__instance_00008,cityuol2b,referencegame,line_grids_columns,instance_00008,clem_indomain
REF-05,REF-05,2,cityuol2b__referencegame__number_grids__instance_00009,cityuol2b,referencegame,number_grids,instance_00009,clem_indomain
REF-05,REF-05,3,dair2b__referencegame__line_grids_columns__instance_00000,dair2b,referencegame,line_grids_columns,instance_00000,clem_indomain
REF-05,REF-05,4,dair2b__referencegame__number_grids__instance_00005,dair2b,referencegame,number_grids,instance_00005,clem_indomain
REF-05,REF-05,5,llp9b__referencegame__letter_grids__instance_00017,llp9b,referencegame,letter_grids,instance_00017,clem_indomain
REF-05,REF-05,6,llp9b__referencegame__line_grids_rows__instance_00017,llp9b,referencegame,line_grids_rows,instance_00017,clem_indomain
REF-05,REF-05,7,qwen27b__referencegame__letter_grids__instance_00008,qwen27b,referencegame,letter_grids,instance_00008,clem_indomain
REF-05,REF-05,8,qwen27b__referencegame__line_grids_rows__instance_00003,qwen27b,referencegame,line_grids_rows,instance_00003,clem_indomain
REF-06,REF-06,1,cityuol2b__referencegame__line_grids_columns__instance_00017,cityuol2b,referencegame,line_grids_columns,instance_00017,clem_indomain
REF-06,REF-06,2,cityuol2b__referencegame__random_grids__instance_00009,cityuol2b,referencegame,random_grids,instance_00009,clem_indomain
REF-06,REF-06,3,dair2b__referencegame__line_grids_columns__instance_00008,dair2b,referencegame,line_grids_columns,instance_00008,clem_indomain
REF-06,REF-06,4,dair2b__referencegame__number_grids__instance_00009,dair2b,referencegame,number_grids,instance_00009,clem_indomain
REF-06,REF-06,5,llp9b__referencegame__line_grids_columns__instance_00000,llp9b,referencegame,line_grids_columns,instance_00000,clem_indomain
REF-06,REF-06,6,llp9b__referencegame__number_grids__instance_00005,llp9b,referencegame,number_grids,instance_00005,clem_indomain
REF-06,REF-06,7,qwen27b__referencegame__letter_grids__instance_00017,qwen27b,referencegame,letter_grids,instance_00017,clem_indomain
REF-06,REF-06,8,qwen27b__referencegame__line_grids_rows__instance_00017,qwen27b,referencegame,line_grids_rows,instance_00017,clem_indomain
WCC-01,WCC-01,1,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,clem_outofdomain
WCC-01,WCC-01,2,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,clem_outofdomain
WCC-01,WCC-01,3,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,clem_outofdomain
WCC-01,WCC-01,4,llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,llp9b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,clem_outofdomain
WCC-01,WCC-01,5,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,clem_outofdomain
WCC-01,WCC-01,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,clem_outofdomain
WCC-02,WCC-02,1,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,clem_outofdomain
WCC-02,WCC-02,2,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00017,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00017,clem_outofdomain
WCC-02,WCC-02,3,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,clem_outofdomain
WCC-02,WCC-02,4,llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,llp9b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,clem_outofdomain
WCC-02,WCC-02,5,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,clem_outofdomain
WCC-02,WCC-02,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,clem_outofdomain
WCC-03,WCC-03,1,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-03,WCC-03,2,dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,dair2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-03,WCC-03,3,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,clem_outofdomain
WCC-03,WCC-03,4,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,clem_outofdomain
WCC-03,WCC-03,5,qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,qwen27b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,clem_outofdomain
WCC-03,WCC-03,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,clem_outofdomain
WCC-04,WCC-04,1,cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,cityuol2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,clem_outofdomain
WCC-04,WCC-04,2,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,clem_outofdomain
WCC-04,WCC-04,3,llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,llp9b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-04,WCC-04,4,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00017,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00017,clem_outofdomain
WCC-04,WCC-04,5,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,clem_outofdomain
WCC-05,WCC-05,1,dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,dair2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,clem_outofdomain
WCC-05,WCC-05,2,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,clem_outofdomain
WCC-05,WCC-05,3,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,clem_outofdomain
WCC-05,WCC-05,4,qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,qwen27b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-05,WCC-05,5,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,clem_outofdomain
WCC-05,WCC-05,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00017,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00017,clem_outofdomain
WCC-06,WCC-06,1,dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,dair2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,clem_outofdomain
