transcript_id,model_id,model_folder,model_name,domain,game,experiment,instance,source_path
qwen27b__dond__semi_en__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,dond,semi_en,instance_00008,games_final/clem_indomain/qwen3.5-27b/dond/semi_en/instance_00008/interactions.json
cityuol2b__dond__semi_en__instance_00010,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,dond,semi_en,instance_00010,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/dond/semi_en/instance_00010/interactions.json
dair2b__dond__semi_en__instance_00010,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,dond,semi_en,instance_00010,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/dond/semi_en/instance_00010/interactions.json
llp9b__dond__semi_en__instance_00010,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,dond,semi_en,instance_00010,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/dond/semi_en/instance_00010/interactions.json
qwen27b__dond__semi_en__instance_00010,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,dond,semi_en,instance_00010,games_final/clem_indomain/qwen3.5-27b/dond/semi_en/instance_00010/interactions.json
cityuol2b__dond__semi_en__instance_00011,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,dond,semi_en,instance_00011,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/dond/semi_en/instance_00011/interactions.json
dair2b__dond__semi_en__instance_00011,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,dond,semi_en,instance_00011,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/dond/semi_en/instance_00011/interactions.json
llp9b__dond__semi_en__instance_00011,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,dond,semi_en,instance_00011,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/dond/semi_en/instance_00011/interactions.json
qwen27b__dond__semi_en__instance_00011,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,dond,semi_en,instance_00011,games_final/clem_indomain/qwen3.5-27b/dond/semi_en/instance_00011/interactions.json
cityuol2b__dond__semi_en__instance_00018,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,dond,semi_en,instance_00018,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/dond/semi_en/instance_00018/interactions.json
dair2b__dond__semi_en__instance_00018,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,dond,semi_en,instance_00018,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/dond/semi_en/instance_00018/interactions.json
llp9b__dond__semi_en__instance_00018,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,dond,semi_en,instance_00018,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/dond/semi_en/instance_00018/interactions.json
qwen27b__dond__semi_en__instance_00018,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,dond,semi_en,instance_00018,games_final/clem_indomain/qwen3.5-27b/dond/semi_en/instance_00018/interactions.json
cityuol2b__guesswhat__Abs_Level_1__instance_00000,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_1,instance_00000,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_1/instance_00000/interactions.json
dair2b__guesswhat__Abs_Level_1__instance_00000,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_1,instance_00000,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_1/instance_00000/interactions.json
llp9b__guesswhat__Abs_Level_1__instance_00000,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_1,instance_00000,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_1/instance_00000/interactions.json
qwen27b__guesswhat__Abs_Level_1__instance_00000,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_1,instance_00000,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_1/instance_00000/interactions.json
cityuol2b__guesswhat__Abs_Level_1__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_1,instance_00001,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_1/instance_00001/interactions.json
dair2b__guesswhat__Abs_Level_1__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_1,instance_00001,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_1/instance_00001/interactions.json
llp9b__guesswhat__Abs_Level_1__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_1,instance_00001,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_1/instance_00001/interactions.json
qwen27b__guesswhat__Abs_Level_1__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_1,instance_00001,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_1/instance_00001/interactions.json
cityuol2b__guesswhat__Abs_Level_1__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_1,instance_00005,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_1/instance_00005/interactions.json
dair2b__guesswhat__Abs_Level_1__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_1,instance_00005,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_1/instance_00005/interactions.json
llp9b__guesswhat__Abs_Level_1__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_1,instance_00005,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_1/instance_00005/interactions.json
qwen27b__guesswhat__Abs_Level_1__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_1,instance_00005,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_1/instance_00005/interactions.json
cityuol2b__guesswhat__Abs_Level_2__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_2,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_2/instance_00003/interactions.json
dair2b__guesswhat__Abs_Level_2__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_2,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_2/instance_00003/interactions.json
llp9b__guesswhat__Abs_Level_2__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_2,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_2/instance_00003/interactions.json
qwen27b__guesswhat__Abs_Level_2__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_2,instance_00003,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_2/instance_00003/interactions.json
cityuol2b__guesswhat__Abs_Level_2__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_2,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_2/instance_00007/interactions.json
dair2b__guesswhat__Abs_Level_2__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_2,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_2/instance_00007/interactions.json
llp9b__guesswhat__Abs_Level_2__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_2,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_2/instance_00007/interactions.json
qwen27b__guesswhat__Abs_Level_2__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_2,instance_00007,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_2/instance_00007/interactions.json
cityuol2b__guesswhat__Abs_Level_3__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_3,instance_00001,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_3/instance_00001/interactions.json
dair2b__guesswhat__Abs_Level_3__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_3,instance_00001,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_3/instance_00001/interactions.json
llp9b__guesswhat__Abs_Level_3__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_3,instance_00001,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_3/instance_00001/interactions.json
qwen27b__guesswhat__Abs_Level_3__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_3,instance_00001,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_3/instance_00001/interactions.json
cityuol2b__guesswhat__Abs_Level_3__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Abs_Level_3,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Abs_Level_3/instance_00007/interactions.json
dair2b__guesswhat__Abs_Level_3__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Abs_Level_3,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Abs_Level_3/instance_00007/interactions.json
llp9b__guesswhat__Abs_Level_3__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Abs_Level_3,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Abs_Level_3/instance_00007/interactions.json
qwen27b__guesswhat__Abs_Level_3__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Abs_Level_3,instance_00007,games_final/clem_indomain/qwen3.5-27b/guesswhat/Abs_Level_3/instance_00007/interactions.json
cityuol2b__guesswhat__Level_1__instance_00000,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_1,instance_00000,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_1/instance_00000/interactions.json
dair2b__guesswhat__Level_1__instance_00000,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_1,instance_00000,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_1/instance_00000/interactions.json
llp9b__guesswhat__Level_1__instance_00000,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_1,instance_00000,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_1/instance_00000/interactions.json
qwen27b__guesswhat__Level_1__instance_00000,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_1,instance_00000,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_1/instance_00000/interactions.json
cityuol2b__guesswhat__Level_1__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_1,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_1/instance_00007/interactions.json
dair2b__guesswhat__Level_1__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_1,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_1/instance_00007/interactions.json
llp9b__guesswhat__Level_1__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_1,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_1/instance_00007/interactions.json
qwen27b__guesswhat__Level_1__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_1,instance_00007,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_1/instance_00007/interactions.json
cityuol2b__guesswhat__Level_2__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_2,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_2/instance_00007/interactions.json
dair2b__guesswhat__Level_2__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_2,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_2/instance_00007/interactions.json
llp9b__guesswhat__Level_2__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_2,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_2/instance_00007/interactions.json
qwen27b__guesswhat__Level_2__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_2,instance_00007,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_2/instance_00007/interactions.json
cityuol2b__guesswhat__Level_2__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_2,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_2/instance_00008/interactions.json
dair2b__guesswhat__Level_2__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_2,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_2/instance_00008/interactions.json
llp9b__guesswhat__Level_2__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_2,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_2/instance_00008/interactions.json
qwen27b__guesswhat__Level_2__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_2,instance_00008,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_2/instance_00008/interactions.json
cityuol2b__guesswhat__Level_3__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_3,instance_00002,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_3/instance_00002/interactions.json
dair2b__guesswhat__Level_3__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_3,instance_00002,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_3/instance_00002/interactions.json
llp9b__guesswhat__Level_3__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_3,instance_00002,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_3/instance_00002/interactions.json
qwen27b__guesswhat__Level_3__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_3,instance_00002,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_3/instance_00002/interactions.json
cityuol2b__guesswhat__Level_3__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,guesswhat,Level_3,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/guesswhat/Level_3/instance_00008/interactions.json
dair2b__guesswhat__Level_3__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,guesswhat,Level_3,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/guesswhat/Level_3/instance_00008/interactions.json
llp9b__guesswhat__Level_3__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,guesswhat,Level_3,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/guesswhat/Level_3/instance_00008/interactions.json
qwen27b__guesswhat__Level_3__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,guesswhat,Level_3,instance_00008,games_final/clem_indomain/qwen3.5-27b/guesswhat/Level_3/instance_00008/interactions.json
cityuol2b__imagegame__compact_grids__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00003/interactions.json
dair2b__imagegame__compact_grids__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00003/interactions.json
llp9b__imagegame__compact_grids__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00003/interactions.json
qwen27b__imagegame__compact_grids__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00003,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00003/interactions.json
cityuol2b__imagegame__compact_grids__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00005,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00005/interactions.json
dair2b__imagegame__compact_grids__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00005,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00005/interactions.json
llp9b__imagegame__compact_grids__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00005,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00005/interactions.json
qwen27b__imagegame__compact_grids__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00005,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00005/interactions.json
cityuol2b__imagegame__compact_grids__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00007/interactions.json
dair2b__imagegame__compact_grids__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00007/interactions.json
llp9b__imagegame__compact_grids__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00007/interactions.json
qwen27b__imagegame__compact_grids__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00007,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00007/interactions.json
cityuol2b__imagegame__compact_grids__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00008/interactions.json
dair2b__imagegame__compact_grids__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00008/interactions.json
llp9b__imagegame__compact_grids__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00008/interactions.json
qwen27b__imagegame__compact_grids__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00008,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00008/interactions.json
cityuol2b__imagegame__compact_grids__instance_00009,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00009,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00009/interactions.json
dair2b__imagegame__compact_grids__instance_00009,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00009,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00009/interactions.json
llp9b__imagegame__compact_grids__instance_00009,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00009,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00009/interactions.json
qwen27b__imagegame__compact_grids__instance_00009,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00009,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00009/interactions.json
cityuol2b__imagegame__compact_grids__instance_00014,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00014,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00014/interactions.json
